transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
5039,234.11,23,Electronics,0,0,34,2,60,FALSE
5040,460.59,15,Food,0,0,58,1,58,FALSE
5041,258.55,8,Food,0,0,42,7,46,FALSE
5042,161.24,9,Grocery,0,0,77,3,62,FALSE
5043,38.38,5,Electronics,0,0,40,3,34,FALSE
5044,197.76,4,Travel,0,0,86,0,48,FALSE
5045,175.77,1,Food,0,0,76,0,34,FALSE
5046,166.05,10,Travel,0,0,81,1,48,FALSE
5047,121.13,8,Food,0,0,96,2,40,FALSE
5048,135.39,5,Food,0,1,88,3,27,FALSE
5049,73.28,7,Grocery,1,0,47,6,23,FALSE
5050,131.86,8,Clothing,0,0,64,0,55,FALSE
5051,39.62,8,Electronics,0,0,38,3,64,FALSE
5052,294.42,7,Grocery,0,0,42,2,44,FALSE
5053,36.99,11,Travel,0,0,60,3,28,FALSE
5054,15.98,7,Food,0,0,63,2,37,FALSE
5055,103.16,2,Food,0,0,65,3,63,FALSE
5056,193.29,12,Electronics,0,0,25,1,22,FALSE
5057,103.63,18,Grocery,0,0,95,4,49,FALSE
5058,58.32,1,Grocery,0,1,66,3,22,FALSE
5059,147.03,16,Travel,0,0,48,1,39,FALSE
5060,76.71,15,Grocery,0,0,89,1,18,FALSE
5061,486.2,3,Grocery,1,0,42,0,37,FALSE
5062,460.68,17,Clothing,0,0,38,4,68,FALSE
5063,125.62,13,Electronics,0,0,43,4,32,FALSE
5064,71.52,1,Grocery,1,0,31,3,28,TRUE
5065,240.5,12,Travel,0,0,88,4,49,FALSE
5066,6.73,20,Food,1,0,26,2,45,FALSE
5067,115.91,19,Grocery,0,0,31,2,45,FALSE
5068,73.79,16,Grocery,0,0,52,3,34,FALSE
5069,455.84,14,Food,0,0,54,1,51,FALSE
5070,2.17,19,Clothing,0,0,97,3,41,FALSE
5071,144.86,4,Electronics,0,0,60,3,19,FALSE
5072,242.93,6,Clothing,0,0,46,2,44,FALSE
5073,119.45,17,Travel,0,0,51,5,26,FALSE
5074,16.07,23,Grocery,0,0,34,0,69,FALSE
5075,646.59,10,Clothing,0,0,46,2,36,FALSE
5076,131.37,17,Electronics,0,0,47,0,53,FALSE
5077,171.43,4,Travel,0,0,76,5,46,FALSE
5078,48.6,12,Clothing,0,0,66,3,28,FALSE
5079,118.92,17,Grocery,0,0,65,1,49,FALSE
5080,100.91,1,Electronics,0,0,72,0,44,FALSE
5081,14.01,19,Grocery,0,0,93,2,69,FALSE
5082,20.2,3,Grocery,0,0,75,1,56,FALSE
5083,327.04,12,Travel,0,1,25,1,41,FALSE
5084,49.36,23,Electronics,0,0,80,1,44,FALSE
5085,39.04,15,Food,0,0,95,3,44,FALSE
5086,126.54,5,Grocery,0,0,48,3,57,FALSE
5087,263.56,7,Electronics,1,0,39,3,49,FALSE
5088,11.51,15,Grocery,0,0,99,0,62,FALSE
5089,154.79,12,Clothing,0,0,68,2,61,FALSE
5090,22.85,22,Clothing,0,0,73,0,39,FALSE
5091,6.69,3,Electronics,0,0,73,2,66,FALSE
5092,9.75,1,Travel,0,0,92,1,59,FALSE
5093,323.42,8,Food,0,0,98,0,49,FALSE
5094,22.6,17,Clothing,0,0,61,3,65,FALSE
5095,8.32,16,Travel,1,0,98,1,63,FALSE
5096,103.69,7,Food,0,0,66,2,52,FALSE
5097,334.41,14,Clothing,0,0,83,2,18,FALSE
5098,54.79,8,Food,0,0,99,2,51,FALSE
5099,98.58,16,Grocery,0,0,34,0,18,FALSE
5100,7.33,22,Electronics,0,0,77,3,59,FALSE
5101,107.31,1,Clothing,0,1,66,1,52,FALSE
5102,155.13,5,Clothing,0,0,32,3,46,FALSE
5103,152.29,4,Grocery,1,0,99,1,35,FALSE
5104,72.74,16,Clothing,0,0,48,2,23,FALSE
5105,68.24,1,Clothing,0,0,75,3,23,FALSE
5106,20.29,17,Clothing,0,0,95,0,44,FALSE
5107,82.25,9,Clothing,0,1,84,3,56,FALSE
5108,18.86,9,Clothing,0,0,45,2,36,FALSE
5109,261.9,5,Travel,1,0,77,0,55,FALSE
5110,610.11,11,Clothing,0,0,30,3,20,FALSE
5111,631.63,16,Grocery,0,0,55,4,68,FALSE
5112,360.54,12,Clothing,0,0,36,3,55,FALSE
5113,165.29,19,Food,0,0,37,2,37,FALSE
5114,217.24,15,Food,0,0,73,2,19,FALSE
5115,60.44,9,Grocery,1,0,55,2,24,FALSE
5116,179.34,20,Travel,0,0,33,0,22,FALSE
5117,109.47,1,Grocery,0,0,51,0,42,FALSE
5118,118.41,1,Travel,0,0,77,4,59,FALSE
5119,255.22,22,Electronics,0,0,75,4,30,FALSE
5120,59.61,6,Food,0,0,96,1,29,FALSE
5121,68.9,5,Food,0,0,51,3,22,FALSE
5122,465.39,0,Food,0,0,64,0,29,FALSE
5123,10.42,11,Travel,0,0,86,1,35,FALSE
5124,119.67,12,Grocery,0,0,82,3,20,FALSE
5125,439.12,11,Travel,0,0,39,5,21,FALSE
5126,169.66,18,Food,0,0,63,3,60,FALSE
5127,142.3,8,Food,0,0,94,1,36,FALSE
5128,51.72,9,Food,0,0,32,2,38,FALSE
5129,75.69,16,Food,0,0,59,2,42,FALSE
5130,343.96,17,Electronics,0,0,87,3,20,FALSE
5131,147.46,7,Food,0,0,55,3,24,FALSE
5132,130.15,6,Travel,0,0,66,0,26,FALSE
5133,18.88,8,Food,0,0,90,0,21,FALSE
5134,2.91,9,Clothing,0,0,65,2,40,FALSE
5135,596.8,11,Electronics,0,0,25,0,28,FALSE
5136,85.17,14,Food,0,0,98,3,36,FALSE
5137,166.38,14,Clothing,0,0,57,2,18,FALSE
5138,14.95,3,Travel,0,0,61,3,21,FALSE
5139,206.86,3,Electronics,0,0,81,0,26,FALSE
5140,485.39,22,Food,0,0,35,1,59,FALSE
5141,154.3,0,Travel,0,0,71,2,24,FALSE
5142,24.27,11,Clothing,0,0,90,1,43,FALSE
5143,156.89,1,Electronics,0,0,28,3,38,FALSE
5144,261.71,14,Food,1,0,79,3,65,FALSE
5145,93.88,16,Travel,0,0,36,7,27,FALSE
5146,381.4,6,Electronics,0,0,90,3,27,FALSE
5147,188.29,5,Clothing,1,0,61,1,18,FALSE
5148,413.12,11,Food,0,0,47,2,53,FALSE
5149,175.83,18,Electronics,0,0,79,2,20,FALSE
5150,25.33,0,Clothing,0,0,43,4,52,FALSE
5151,66.71,20,Clothing,1,0,91,3,62,FALSE
5152,40.57,13,Travel,0,0,47,2,29,FALSE
5153,431.1,3,Clothing,0,1,28,3,44,TRUE
5154,257.18,4,Clothing,0,0,42,2,34,FALSE
5155,203.08,0,Grocery,0,0,36,4,36,FALSE
5156,64.45,0,Clothing,0,0,59,2,27,FALSE
5157,36.61,20,Food,0,0,51,3,60,FALSE
5158,254.24,5,Electronics,0,0,67,2,43,FALSE
5159,115.7,4,Food,0,1,91,3,25,FALSE
5160,46.06,1,Food,0,0,93,3,69,FALSE
5161,172.57,20,Travel,0,0,88,1,56,FALSE
5162,7.41,4,Grocery,0,0,76,4,19,FALSE
5163,71.06,8,Grocery,0,0,41,4,29,FALSE
5164,113.79,18,Food,0,0,57,1,56,FALSE
5165,28.82,20,Electronics,0,0,96,2,57,FALSE
5166,751.85,14,Grocery,0,0,76,3,48,FALSE
5167,42.22,12,Grocery,0,0,59,2,46,FALSE
5168,25.14,11,Food,0,0,44,1,25,FALSE
5169,40.96,4,Grocery,0,0,69,3,32,FALSE
5170,263.81,1,Travel,0,0,92,2,43,FALSE
5171,99.77,3,Food,0,0,74,4,65,FALSE
5172,150.01,17,Grocery,0,0,82,1,53,FALSE
5173,3.82,20,Grocery,0,0,54,2,58,FALSE
5174,6.31,9,Grocery,0,0,94,0,21,FALSE
5175,106.25,12,Food,1,0,26,1,67,FALSE
5176,305.35,11,Electronics,0,0,58,3,50,FALSE
5177,389.68,1,Clothing,0,0,76,3,29,FALSE
5178,16.33,14,Grocery,0,0,40,4,67,FALSE
5179,139.14,13,Clothing,0,0,67,1,28,FALSE
5180,440.01,9,Clothing,0,0,88,4,47,FALSE
5181,88.38,21,Grocery,0,0,51,5,62,FALSE
5182,318.49,7,Grocery,0,0,89,0,43,FALSE
5183,25.83,14,Clothing,1,0,37,0,67,FALSE
5184,493.1,12,Electronics,1,0,64,0,47,FALSE
5185,250.56,7,Clothing,0,0,56,5,53,FALSE
5186,510.46,20,Electronics,0,0,91,4,50,FALSE
5187,203.21,20,Travel,0,0,38,2,62,FALSE
5188,81.29,21,Electronics,0,0,82,4,48,FALSE
5189,501.04,13,Food,0,0,70,0,19,FALSE
5190,58.03,0,Grocery,0,0,99,3,32,FALSE
5191,72.67,12,Travel,0,0,83,1,19,FALSE
5192,217.2,7,Clothing,0,0,89,1,29,FALSE
5193,260.91,17,Electronics,0,0,57,2,35,FALSE
5194,477.14,21,Travel,0,0,70,2,25,FALSE
5195,41.25,8,Food,0,0,78,4,20,FALSE
5196,287.91,12,Electronics,0,0,90,2,52,FALSE
5197,241.47,2,Clothing,0,0,28,0,50,FALSE
5198,11.87,17,Clothing,0,0,78,1,48,FALSE
5199,88.16,9,Electronics,0,0,28,2,21,FALSE
5200,59.82,4,Food,0,0,41,1,40,FALSE
5201,65.36,5,Grocery,0,0,97,2,54,FALSE
5202,732.86,7,Grocery,0,1,98,1,62,FALSE
5203,185.29,23,Clothing,0,0,95,2,62,FALSE
5204,227.65,6,Food,1,0,97,3,52,FALSE
5205,676.04,20,Clothing,0,0,79,3,57,FALSE
5206,85.24,17,Grocery,0,0,72,2,55,FALSE
5207,291.36,13,Clothing,0,0,73,1,18,FALSE
5208,102.62,14,Electronics,0,0,47,4,20,FALSE
5209,366.6,9,Electronics,0,0,51,1,27,FALSE
5210,35.87,20,Food,0,0,49,2,69,FALSE
5211,531.09,11,Grocery,0,0,48,3,47,FALSE
5212,44.44,6,Food,0,0,44,5,45,FALSE
5213,71.07,6,Food,0,0,77,0,33,FALSE
5214,254.05,10,Grocery,0,0,98,0,21,FALSE
5215,90.08,12,Travel,0,0,50,3,65,FALSE
5216,168.67,14,Travel,0,0,84,1,62,FALSE
5217,105.84,17,Clothing,0,0,26,1,21,FALSE
5218,244.12,6,Travel,0,0,27,1,40,FALSE
5219,46.66,5,Electronics,0,0,80,3,57,FALSE
5220,10.84,22,Food,0,0,90,2,40,FALSE
5221,64.18,10,Clothing,0,0,49,2,67,FALSE
5222,115.75,7,Food,0,0,92,1,32,FALSE
5223,33.11,19,Grocery,0,0,39,5,30,FALSE
5224,78.87,0,Travel,0,0,31,1,18,FALSE
5225,91.94,7,Grocery,0,0,95,1,54,FALSE
5226,10.64,7,Clothing,0,0,65,3,41,FALSE
5227,157.57,18,Electronics,0,0,84,3,61,FALSE
5228,388.28,2,Travel,0,0,68,3,18,FALSE
5229,29.62,4,Grocery,0,0,57,1,62,FALSE
5230,163.95,2,Travel,0,0,90,3,67,FALSE
5231,196.71,14,Food,0,0,47,1,62,FALSE
5232,97.84,13,Electronics,0,0,88,3,30,FALSE
5233,217.37,20,Travel,1,1,30,2,55,TRUE
5234,95.2,14,Electronics,0,0,87,3,34,FALSE
5235,126.44,23,Food,0,0,67,3,68,FALSE
5236,1.33,16,Food,0,0,49,2,47,FALSE
5237,211.81,17,Grocery,0,0,32,2,37,FALSE
5238,194.9,1,Clothing,1,0,61,3,59,FALSE
5239,7.05,11,Grocery,0,0,83,2,22,FALSE
5240,82.67,15,Electronics,1,0,52,1,58,FALSE
5241,695.66,3,Grocery,0,0,77,1,22,FALSE
5242,98.28,1,Travel,0,0,95,4,63,FALSE
5243,125.47,13,Grocery,0,0,79,0,54,FALSE
5244,433.29,10,Clothing,1,0,60,3,33,FALSE
5245,227.38,12,Clothing,1,0,86,1,38,FALSE
5246,157.04,6,Electronics,0,0,39,1,51,FALSE
5247,287.73,9,Food,0,0,78,1,63,FALSE
5248,359.6,23,Clothing,0,0,85,0,67,FALSE
5249,109.88,0,Electronics,0,0,78,1,23,FALSE
5250,116.02,20,Clothing,0,0,93,5,59,FALSE
5251,87.81,3,Clothing,0,0,53,2,23,FALSE
5252,612.43,17,Food,0,0,51,0,27,FALSE
5253,215.02,5,Travel,0,0,92,0,48,FALSE
5254,15.64,1,Electronics,0,0,36,3,23,FALSE
5255,357.75,2,Clothing,1,0,47,0,20,FALSE
5256,117.9,13,Clothing,0,0,74,2,61,FALSE
5257,12.82,7,Grocery,0,0,99,1,69,FALSE
5258,143.62,15,Travel,0,0,97,2,42,FALSE
5259,97.17,18,Food,0,0,51,2,37,FALSE
5260,378.3,17,Electronics,0,0,83,1,52,FALSE
5261,41.07,5,Clothing,0,0,33,2,18,FALSE
5262,315.25,13,Electronics,0,0,57,1,69,FALSE
5263,146.83,2,Food,0,1,94,4,48,FALSE
5264,10.11,15,Travel,0,0,75,3,31,FALSE
5265,642.61,0,Grocery,0,0,64,0,20,FALSE
5266,129.37,11,Travel,0,0,30,3,33,FALSE
5267,61.87,13,Grocery,0,0,28,2,31,FALSE
5268,114.08,18,Electronics,0,1,27,2,20,FALSE
5269,351.17,21,Travel,0,0,37,5,23,FALSE
5270,65.47,18,Travel,0,0,50,3,26,FALSE
5271,38.53,8,Travel,0,0,58,1,50,FALSE
5272,24.88,6,Food,0,0,77,1,58,FALSE
5273,63.65,13,Electronics,1,0,71,1,29,FALSE
5274,272.58,4,Grocery,0,0,32,1,19,FALSE
5275,114.83,17,Travel,1,0,32,0,60,FALSE
5276,46.46,8,Electronics,1,0,43,0,63,FALSE
5277,32.71,20,Food,0,0,98,0,20,FALSE
5278,72.82,6,Food,0,0,56,4,30,FALSE
5279,506.19,8,Electronics,0,0,45,4,48,FALSE
5280,75.62,3,Grocery,0,0,88,1,26,FALSE
5281,797.98,16,Electronics,0,0,47,1,57,FALSE
5282,119.53,11,Electronics,0,0,95,2,58,FALSE
5283,35.54,5,Clothing,1,0,66,2,25,FALSE
5284,399.18,17,Food,0,0,59,0,39,FALSE
5285,111.03,7,Grocery,0,0,26,0,43,FALSE
5286,222.61,20,Clothing,0,0,95,5,33,FALSE
5287,741.11,14,Electronics,0,0,76,1,49,FALSE
5288,9.27,2,Food,0,0,41,2,52,FALSE
5289,18.31,1,Clothing,0,0,33,2,53,FALSE
5290,229.43,23,Clothing,0,0,76,4,18,FALSE
5291,59.59,22,Grocery,0,0,27,2,24,FALSE
5292,36.67,8,Electronics,1,0,46,1,67,FALSE
5293,7.23,7,Grocery,0,0,78,1,66,FALSE
5294,3.98,3,Clothing,0,0,60,1,57,FALSE
5295,268.09,1,Clothing,0,0,63,0,59,FALSE
5296,25.99,13,Grocery,1,0,42,3,65,FALSE
5297,113.51,1,Clothing,0,0,51,1,28,FALSE
5298,167.61,1,Travel,0,1,91,0,28,FALSE
5299,100.66,21,Food,0,0,37,2,30,FALSE
5300,4.95,6,Electronics,0,0,41,1,58,FALSE
5301,275.43,11,Food,0,0,85,3,21,FALSE
5302,1.9,5,Electronics,0,0,42,1,42,FALSE
5303,258.3,17,Clothing,0,0,41,2,20,FALSE
5304,402.8,3,Grocery,0,1,80,2,27,FALSE
5305,102.08,18,Grocery,0,0,72,1,22,FALSE
5306,138.04,12,Clothing,0,0,40,2,29,FALSE
5307,116.67,19,Electronics,0,1,49,3,51,FALSE
5308,88.74,20,Clothing,0,1,89,0,29,FALSE
5309,393.14,22,Electronics,0,0,51,2,55,FALSE
5310,403.86,1,Clothing,0,0,38,1,32,FALSE
5311,73.66,7,Clothing,0,0,74,3,38,FALSE
5312,171.84,18,Clothing,0,0,53,2,21,FALSE
5313,470.89,8,Grocery,0,0,52,1,28,FALSE
5314,588.91,3,Electronics,0,0,45,2,27,FALSE
5315,128.02,15,Clothing,0,0,48,1,24,FALSE
5316,108.54,18,Food,0,0,70,2,26,FALSE
5317,58.8,9,Food,1,0,84,2,35,FALSE
5318,574.39,5,Grocery,0,0,44,2,64,FALSE
5319,27.74,15,Travel,0,0,76,1,44,FALSE
5320,156.08,9,Grocery,0,0,46,2,60,FALSE
5321,59.77,12,Travel,1,0,92,1,45,FALSE
5322,58.88,8,Grocery,0,0,40,2,49,FALSE
5323,93.45,6,Food,0,0,45,4,27,FALSE
5324,1209.52,3,Clothing,0,0,68,3,51,FALSE
5325,10.18,18,Electronics,0,0,86,0,22,FALSE
5326,155.53,3,Clothing,0,0,45,1,37,FALSE
5327,15.51,18,Food,0,0,35,4,47,FALSE
5328,30.21,18,Electronics,1,0,84,1,50,FALSE
5329,104.23,11,Travel,0,0,61,2,36,FALSE
5330,128.57,12,Travel,1,0,68,2,19,FALSE
5331,53.91,3,Food,0,0,46,2,35,FALSE
5332,68.48,9,Electronics,0,0,90,2,31,FALSE
5333,16.38,20,Clothing,0,0,67,3,22,FALSE
5334,65.03,6,Food,0,1,99,2,35,FALSE
5335,611.63,4,Travel,0,0,45,0,62,FALSE
5336,521.12,16,Food,0,0,57,2,68,FALSE
5337,73.4,17,Clothing,0,0,41,3,32,FALSE
5338,152.27,10,Grocery,0,0,60,4,40,FALSE
5339,432.62,14,Grocery,0,0,38,2,67,FALSE
5340,1.12,20,Clothing,0,0,61,2,21,FALSE
5341,299.58,21,Electronics,0,0,55,3,51,FALSE
5342,533.46,6,Food,0,0,28,4,41,FALSE
5343,17.24,17,Clothing,1,1,30,2,29,TRUE
5344,31.69,5,Grocery,0,0,74,1,46,FALSE
5345,582.79,17,Travel,0,0,62,0,23,FALSE
5346,138.82,15,Clothing,0,0,29,2,41,FALSE
5347,2.57,1,Clothing,0,0,62,2,64,FALSE
5348,53.62,18,Clothing,0,0,48,4,39,FALSE
5349,107.59,0,Grocery,0,0,42,4,34,FALSE
5350,212.51,10,Grocery,0,0,56,2,49,FALSE
5351,237.8,19,Clothing,0,0,95,3,42,FALSE
5352,969.55,4,Clothing,0,0,96,3,43,FALSE
5353,61.02,15,Electronics,0,1,54,2,44,FALSE
5354,139.08,22,Travel,0,0,54,0,24,FALSE
5355,137.18,0,Food,0,1,29,2,52,TRUE
5356,93.65,18,Food,0,0,28,3,51,FALSE
5357,33.36,13,Food,0,0,75,2,44,FALSE
5358,682.62,2,Grocery,0,0,33,4,25,FALSE
5359,345.51,1,Grocery,0,0,79,0,52,FALSE
5360,124.17,23,Electronics,0,0,57,1,35,FALSE
5361,166.4,4,Grocery,0,0,55,0,40,FALSE
5362,46.41,16,Clothing,0,0,78,0,47,FALSE
5363,141.26,17,Travel,0,0,85,0,33,FALSE
5364,213.72,0,Travel,0,0,90,3,48,FALSE
5365,130.31,14,Travel,0,0,44,1,55,FALSE
5366,834.14,21,Travel,0,0,85,1,67,FALSE
5367,170.11,8,Food,0,0,60,1,51,FALSE
5368,83.44,22,Food,0,0,44,1,18,FALSE
5369,266.23,4,Clothing,0,0,69,1,26,FALSE
5370,33.64,12,Electronics,0,0,70,3,53,FALSE
5371,87.36,18,Grocery,0,0,42,3,61,FALSE
5372,76.7,23,Grocery,0,0,94,2,21,FALSE
5373,101.75,9,Food,0,0,98,6,62,FALSE
5374,274.01,19,Travel,0,1,42,3,37,FALSE
5375,119.16,20,Clothing,0,0,88,1,62,FALSE
5376,284.39,13,Electronics,0,0,58,4,34,FALSE
5377,154.65,21,Food,0,0,27,5,61,FALSE
5378,75.36,20,Clothing,0,0,96,2,27,FALSE
5379,298.91,11,Clothing,0,1,35,1,63,FALSE
5380,48.99,10,Food,0,0,70,2,60,FALSE
5381,45.74,22,Clothing,0,1,66,2,57,FALSE
5382,126.39,6,Travel,0,0,41,1,30,FALSE
5383,54.41,16,Clothing,0,0,71,1,55,FALSE
5384,1.64,17,Electronics,0,0,54,2,61,FALSE
5385,188.09,6,Clothing,0,0,67,3,33,FALSE
5386,128.81,23,Grocery,0,0,32,2,56,FALSE
5387,106.15,19,Clothing,0,1,64,5,50,FALSE
5388,613.85,5,Food,1,0,95,2,44,FALSE
5389,152.42,10,Grocery,0,0,44,2,54,FALSE
5390,358.37,11,Food,0,0,52,3,65,FALSE
5391,27.03,15,Electronics,1,0,52,3,33,FALSE
5392,151.58,18,Travel,0,0,83,4,32,FALSE
5393,364.46,22,Electronics,0,0,86,1,33,FALSE
5394,157.49,18,Grocery,0,0,98,3,23,FALSE
5395,227.86,10,Travel,0,0,78,2,46,FALSE
5396,83.75,15,Clothing,0,0,31,2,57,FALSE
5397,17.46,22,Grocery,0,0,92,1,34,FALSE
5398,110.21,11,Travel,0,1,48,3,57,FALSE
5399,90.3,7,Food,0,0,65,1,24,FALSE
5400,363.21,2,Travel,0,0,78,3,51,FALSE
5401,50.35,1,Food,0,0,38,1,62,FALSE
5402,612.58,5,Food,1,0,68,1,53,FALSE
5403,571.21,15,Travel,0,1,73,2,43,FALSE
5404,51.22,19,Electronics,0,0,87,6,43,FALSE
5405,77,23,Electronics,0,0,69,3,28,FALSE
5406,406.64,14,Food,0,1,96,2,42,FALSE
5407,611.98,13,Grocery,1,1,31,0,53,TRUE
5408,105.48,1,Travel,0,1,27,3,59,TRUE
5409,69.68,19,Grocery,0,0,71,2,65,FALSE
5410,134.41,17,Electronics,0,0,85,2,19,FALSE
5411,209.52,13,Grocery,0,0,95,3,58,FALSE
5412,57.51,17,Clothing,0,1,54,0,45,FALSE
5413,240.05,1,Clothing,0,0,29,4,18,FALSE
5414,9.55,0,Electronics,0,0,96,1,23,FALSE
5415,9.1,19,Grocery,1,0,31,2,57,FALSE
5416,87.88,1,Travel,0,0,63,4,53,FALSE
5417,78.51,8,Electronics,0,0,26,1,18,FALSE
5418,68.27,8,Clothing,0,0,67,0,66,FALSE
5419,121.56,15,Electronics,0,0,36,0,32,FALSE
5420,69.61,10,Grocery,0,0,52,4,18,FALSE
5421,38.43,22,Grocery,0,0,43,3,36,FALSE
5422,66.65,5,Grocery,0,0,52,3,42,FALSE
5423,663.31,11,Food,0,0,94,2,31,FALSE
5424,95.31,2,Grocery,0,0,43,1,39,FALSE
5425,105.89,11,Clothing,0,0,88,6,40,FALSE
5426,154.68,22,Clothing,1,0,33,2,24,FALSE
5427,737.06,0,Food,0,1,65,5,51,TRUE
5428,49.78,8,Clothing,0,0,74,1,28,FALSE
5429,205.82,19,Clothing,0,0,34,1,33,FALSE
5430,226.57,21,Electronics,0,0,98,1,64,FALSE
5431,168.26,5,Grocery,1,0,78,3,55,FALSE
5432,16.69,10,Electronics,0,0,34,3,26,FALSE
5433,203.35,2,Electronics,0,0,31,2,21,FALSE
5434,11.92,3,Clothing,0,0,56,3,62,FALSE
5435,163.2,9,Travel,0,0,78,4,57,FALSE
5436,242.18,18,Grocery,0,0,94,2,52,FALSE
5437,42.65,5,Travel,0,0,87,0,40,FALSE
5438,331.7,0,Clothing,0,0,58,1,41,FALSE
5439,5.55,7,Food,1,0,67,2,21,FALSE
5440,334.21,7,Electronics,0,0,29,3,47,FALSE
5441,111.02,5,Clothing,0,0,43,6,57,FALSE
5442,44.17,16,Clothing,0,0,78,3,49,FALSE
5443,25.85,18,Travel,0,0,38,3,69,FALSE
5444,551.55,0,Food,0,0,34,1,55,FALSE
5445,13.58,14,Electronics,0,0,73,3,51,FALSE
5446,39.96,12,Food,0,0,35,1,51,FALSE
5447,76.94,20,Food,0,0,55,1,48,FALSE
5448,174.28,2,Food,0,1,90,6,48,TRUE
5449,141.66,1,Grocery,0,0,34,2,49,FALSE
5450,24.17,2,Food,0,0,45,1,53,FALSE
5451,61.58,8,Clothing,0,1,25,0,39,FALSE
5452,49.1,15,Grocery,0,0,70,2,36,FALSE
5453,43.24,23,Grocery,0,1,99,1,62,FALSE
5454,95.32,12,Food,0,0,98,1,52,FALSE
5455,219.15,18,Clothing,0,0,44,3,55,FALSE
5456,44.14,17,Electronics,1,0,45,1,59,FALSE
5457,82.22,20,Food,0,0,61,1,32,FALSE
5458,89.24,11,Grocery,0,0,38,1,55,FALSE
5459,674.8,11,Electronics,0,0,82,3,25,FALSE
5460,556.87,0,Electronics,0,0,81,1,49,FALSE
5461,289.82,19,Grocery,0,0,81,2,53,FALSE
5462,49.79,7,Electronics,0,0,93,3,54,FALSE
5463,12.68,16,Clothing,0,0,94,4,47,FALSE
5464,68.6,20,Clothing,0,0,48,3,68,FALSE
5465,55.86,19,Food,0,0,84,1,65,FALSE
5466,126.91,21,Food,0,1,47,3,40,FALSE
5467,270.69,6,Electronics,0,1,71,1,60,FALSE
5468,351.76,8,Grocery,0,0,62,0,24,FALSE
5469,335.42,16,Clothing,0,0,76,2,39,FALSE
5470,80.24,9,Travel,0,0,37,2,53,FALSE
5471,209.21,3,Food,0,0,32,0,56,FALSE
5472,67.53,21,Clothing,0,0,56,1,45,FALSE
5473,11.31,6,Electronics,0,0,41,1,29,FALSE
5474,217.66,6,Clothing,0,0,29,2,20,FALSE
5475,1.78,7,Clothing,0,0,96,1,62,FALSE
5476,94.72,23,Electronics,0,0,74,3,55,FALSE
5477,71.92,23,Food,0,0,36,0,61,FALSE
5478,212.78,7,Food,0,0,68,0,53,FALSE
5479,261.63,15,Travel,0,0,92,5,38,FALSE
5480,65.26,11,Travel,1,0,83,3,39,FALSE
5481,300.48,14,Food,0,0,34,2,40,FALSE
5482,62.64,7,Food,0,0,72,5,24,FALSE
5483,106.41,21,Food,0,0,52,5,24,FALSE
5484,233.7,8,Food,0,0,29,1,38,FALSE
5485,212.52,2,Clothing,0,0,68,1,61,FALSE
5486,786.88,21,Travel,0,0,55,3,31,FALSE
5487,45.92,20,Electronics,0,0,40,1,59,FALSE
5488,195.42,15,Grocery,0,0,47,2,24,FALSE
5489,169.34,14,Electronics,0,0,45,2,22,FALSE
5490,443.93,23,Grocery,0,0,26,0,54,FALSE
5491,30.61,3,Clothing,0,0,47,2,36,FALSE
5492,250.83,19,Travel,0,0,35,1,42,FALSE
5493,151.19,15,Grocery,1,0,97,5,29,FALSE
5494,57.8,9,Food,0,0,26,1,26,FALSE
5495,115.79,10,Clothing,0,0,37,5,18,FALSE
5496,73.1,4,Grocery,0,0,69,2,69,FALSE
5497,155.86,10,Food,0,0,96,1,60,FALSE
5498,395.68,12,Clothing,0,0,34,0,46,FALSE
5499,151.62,14,Grocery,0,0,45,2,60,FALSE
5500,179.81,5,Food,0,0,25,0,36,FALSE
5501,131.65,15,Travel,0,0,40,4,32,FALSE
5502,9.45,14,Clothing,0,0,67,4,53,FALSE
5503,47.72,10,Grocery,0,0,30,1,35,FALSE
5504,121.91,19,Food,0,0,35,0,39,FALSE
5505,66.85,1,Travel,0,0,90,4,39,FALSE
5506,36.11,1,Food,0,0,73,5,47,FALSE
5507,126.26,11,Travel,0,0,44,2,24,FALSE
5508,70.16,15,Grocery,0,0,45,3,65,FALSE
5509,53.74,18,Food,0,0,60,3,23,FALSE
5510,112.25,1,Food,0,0,62,4,30,FALSE
5511,25.75,16,Electronics,0,0,80,3,69,FALSE
5512,472.96,13,Clothing,0,0,35,3,31,FALSE
5513,364.09,23,Food,0,0,42,1,19,FALSE
5514,221.35,15,Travel,1,1,69,2,59,FALSE
5515,20.21,4,Clothing,0,0,50,1,33,FALSE
5516,269.2,9,Grocery,0,0,83,0,56,FALSE
5517,297.01,16,Clothing,0,0,30,2,63,FALSE
5518,262.8,12,Electronics,0,0,67,4,50,FALSE
5519,21.78,15,Grocery,0,0,76,5,18,FALSE
5520,185.86,8,Food,0,0,86,0,47,FALSE
5521,323.59,23,Grocery,0,0,41,4,28,FALSE
5522,155.02,3,Grocery,0,0,70,4,31,FALSE
5523,187.13,23,Electronics,1,0,65,0,54,FALSE
5524,110.37,15,Travel,0,0,37,1,54,FALSE
5525,135.41,22,Grocery,0,0,30,1,52,FALSE
5526,6.3,10,Travel,0,0,57,1,31,FALSE
5527,183.38,6,Clothing,0,0,28,1,65,FALSE
5528,15.29,16,Electronics,1,0,74,1,39,FALSE
